,classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids,Filename,plant_height,first_branch_height,branch_count
110,371638373,xanith,2367588,585f7761682fe945352d,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:06:10+00:00,,,"{""source"":""api"",""session"":""b147aced603c32feb5e8e61ab5238e92d131f1bb6bc11deffa0288326a1dcd38"",""viewport"":{""width"":1280,""height"":648},""started_at"":""2021-10-29T17:05:38.012Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:06:10.401Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:02:18.154Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":41.5546875,""y"":102.3046875,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":531.0546875,""y"":359.3046875,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x1"":520.0546875,""x2"":27.5546875,""y1"":28.3046875,""y2"":32.8046875,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":40.0546875,""y"":315.8046875,""tool"":4,""angle"":0,""frame"":0,""width"":101.5,""height"":95.5,""details"":[],""tool_label"":""Bar code""},{""x"":436.51141357421875,""y"":327.32861328125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":401.9677429199219,""y"":326.14764404296875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":337.89959716796875,""y"":302.2327880859375,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":303.0606689453125,""y"":283.3371276855469,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""}]}]","{""69819043"":{""retired"":null,""Filename"":""IMG_2757.jpg""}}",69819043,IMG_2757.jpg,102.71065596211274,18.541549317120932,4
111,371638627,kassayeb,2382137,e63cf8de5f01470999bb,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:06:58+00:00,,,"{""source"":""api"",""session"":""8592afd2ba8c543cca757dbdbf3d7f1fe101ab70045aa703b122dc308733986f"",""viewport"":{""width"":1536,""height"":753},""started_at"":""2021-10-29T17:05:43.653Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:06:58.857Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:01:11.949Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":232.1062469482422,""y"":94,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":246.5062713623047,""y"":374,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x"":246.90626525878906,""y"":344,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":239.30625915527344,""y"":335.60003662109375,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":243.30625915527344,""y"":314.4000244140625,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":239.30625915527344,""y"":288,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":239.30625915527344,""y"":248.80001831054688,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":249.30625915527344,""y"":326.4000244140625,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":244.1062469482422,""y"":274.3999938964844,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x1"":23.706249237060547,""x2"":472.5062255859375,""y1"":30.400009155273438,""y2"":32.80003356933594,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":42.9062614440918,""y"":310,""tool"":4,""angle"":0,""frame"":0,""width"":78.39999771118164,""height"":72.4000244140625,""details"":[],""tool_label"":""Bar code""}]}]","{""69818682"":{""retired"":null,""Filename"":""IMG_2207.jpg""}}",69818682,IMG_2207.jpg,57.160190347171124,6.116766653032083,7
112,371638856,xanith,2367588,585f7761682fe945352d,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:07:45+00:00,,,"{""source"":""api"",""session"":""b147aced603c32feb5e8e61ab5238e92d131f1bb6bc11deffa0288326a1dcd38"",""viewport"":{""width"":1280,""height"":648},""started_at"":""2021-10-29T17:06:12.708Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:07:45.775Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:02:18.154Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":55.5546875,""y"":62.8046875,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":482.0546875,""y"":398.8046875,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x1"":488.0546875,""x2"":22.5546875,""y1"":36.8046875,""y2"":34.3046875,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":33.0546875,""y"":301.3046875,""tool"":4,""angle"":0,""frame"":0,""width"":107.5,""height"":102,""details"":[],""tool_label"":""Bar code""},{""x"":457.9936828613281,""y"":370.3182373046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":440.72186279296875,""y"":359.4237060546875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":436.2046203613281,""y"":346.1376953125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":391.2978515625,""y"":311.8597412109375,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":377.74609375,""y"":293.5250244140625,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":353.2998046875,""y"":280.5047302246094,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":327.2591857910156,""y"":256.5898742675781,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""}]}]","{""69818727"":{""retired"":null,""Filename"":""IMG_2255.jpg""}}",69818727,IMG_2255.jpg,106.72289467237731,7.329368443642,7
113,371638891,kassayeb,2382137,e63cf8de5f01470999bb,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:07:53+00:00,,,"{""source"":""api"",""session"":""8592afd2ba8c543cca757dbdbf3d7f1fe101ab70045aa703b122dc308733986f"",""viewport"":{""width"":1536,""height"":753},""started_at"":""2021-10-29T17:07:01.257Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:07:53.855Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:01:11.949Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":77.70625305175781,""y"":122.80001831054688,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":368.90625,""y"":392,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x"":333.70623779296875,""y"":354.79998779296875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":320.5062255859375,""y"":348,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":298.10626220703125,""y"":311.20001220703125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":272.90625,""y"":293.6000671386719,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":182.90626525878906,""y"":183.60000610351562,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x1"":22.106258392333984,""x2"":485.3062744140625,""y1"":35.600006103515625,""y2"":37.600006103515625,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":42.10624313354492,""y"":304.4000244140625,""tool"":4,""angle"":0,""frame"":0,""width"":82.80002212524414,""height"":86.79998779296875,""details"":[],""tool_label"":""Bar code""}]}]","{""69818732"":{""retired"":null,""Filename"":""IMG_2261.jpg""}}",69818732,IMG_2261.jpg,78.33683027735574,10.116675901408186,5
114,371638996,xanith,2367588,585f7761682fe945352d,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:08:11+00:00,,,"{""source"":""api"",""session"":""b147aced603c32feb5e8e61ab5238e92d131f1bb6bc11deffa0288326a1dcd38"",""viewport"":{""width"":1280,""height"":648},""started_at"":""2021-10-29T17:07:48.211Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:08:11.320Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:02:18.154Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":42.5546875,""y"":80.8046875,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":530.5546875,""y"":392.8046875,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x1"":488.5546875,""x2"":23.0546875,""y1"":43.3046875,""y2"":27.8046875,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":28.0546875,""y"":294.8046875,""tool"":4,""angle"":0,""frame"":0,""width"":105,""height"":106,""details"":[],""tool_label"":""Bar code""},{""x"":493.5546875,""y"":356.3046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":478.5546875,""y"":341.3046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":444.0546875,""y"":315.8046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":418.0546875,""y"":299.3046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":383.0546875,""y"":272.3046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":340.0546875,""y"":249.8046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""}]}]","{""69818790"":{""retired"":null,""Filename"":""IMG_2321.jpg""}}",69818790,IMG_2321.jpg,113.78873798160696,10.210409854500481,6
115,371639257,xanith,2367588,585f7761682fe945352d,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:08:53+00:00,,,"{""source"":""api"",""session"":""b147aced603c32feb5e8e61ab5238e92d131f1bb6bc11deffa0288326a1dcd38"",""viewport"":{""width"":1280,""height"":648},""started_at"":""2021-10-29T17:08:12.139Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:08:53.222Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:02:18.154Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":249.5546875,""y"":80.3046875,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":233.5546875,""y"":396.8046875,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x1"":477.0546875,""x2"":26.0546875,""y1"":34.3046875,""y2"":29.3046875,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":31.5546875,""y"":302.8046875,""tool"":4,""angle"":0,""frame"":0,""width"":101.5,""height"":99,""details"":[],""tool_label"":""Bar code""},{""x"":231.68125915527344,""y"":346.69140625,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":234.3384552001953,""y"":330.4824523925781,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":231.14981079101562,""y"":320.1193542480469,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":235.46755981445312,""y"":297.7999572753906,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":235.2523193359375,""y"":315.0186462402344,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":239.34176635742188,""y"":272.8328552246094,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""}]}]","{""69818701"":{""retired"":null,""Filename"":""IMG_2226.jpg""}}",69818701,IMG_2226.jpg,64.29035321182857,10.173583810160165,6
116,371639555,xanith,2367588,585f7761682fe945352d,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:09:48+00:00,,,"{""source"":""api"",""session"":""b147aced603c32feb5e8e61ab5238e92d131f1bb6bc11deffa0288326a1dcd38"",""viewport"":{""width"":1280,""height"":648},""started_at"":""2021-10-29T17:08:54.147Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:09:48.841Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:02:18.154Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":523.5546875,""y"":296.8046875,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":62.0546875,""y"":83.3046875,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x1"":611.0546875,""x2"":69.0546875,""y1"":384.8046875,""y2"":397.3046875,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":486.5546875,""y"":0.3046875,""tool"":4,""angle"":0,""frame"":0,""width"":122,""height"":52,""details"":[],""tool_label"":""Bar code""},{""x"":107.0546875,""y"":110.8046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":123.5546875,""y"":115.8046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":161.5546875,""y"":130.3046875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":140.59542846679688,""y"":125.41315460205078,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":222.60792541503906,""y"":159.20230102539062,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":189.47488403320312,""y"":147.3925018310547,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":262.3019714355469,""y"":189.71095275878906,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":312.4936218261719,""y"":203.81710815429688,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""}]}]","{""69819085"":{""retired"":null,""Filename"":""IMG_2812.jpg""}}",69819085,IMG_2812.jpg,85.82045024137597,8.900744898787035,8
117,371639755,xanith,2367588,585f7761682fe945352d,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:10:27+00:00,,,"{""source"":""api"",""session"":""b147aced603c32feb5e8e61ab5238e92d131f1bb6bc11deffa0288326a1dcd38"",""viewport"":{""width"":1280,""height"":648},""started_at"":""2021-10-29T17:09:49.674Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:10:27.110Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:02:18.154Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":82.0546875,""y"":71.3046875,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":592.0546875,""y"":374.3046875,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x1"":521.0546875,""x2"":27.5546875,""y1"":27.3046875,""y2"":35.8046875,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":20.5546875,""y"":319.3046875,""tool"":4,""angle"":0,""frame"":0,""width"":108,""height"":95,""details"":[],""tool_label"":""Bar code""},{""x"":568.7142944335938,""y"":357.02178955078125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":539.5543212890625,""y"":343.65679931640625,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":526.1893310546875,""y"":336.3667907714844,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":514.4443359375,""y"":323.0018005371094,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":495.8143310546875,""y"":314.90179443359375,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":470.7043151855469,""y"":297.081787109375,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":435.46929931640625,""y"":279.66680908203125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""}]}]","{""69818965"":{""retired"":null,""Filename"":""IMG_2663.jpg""}}",69818965,IMG_2663.jpg,109.97265599955541,5.383999284198998,7
118,371639883,kassayeb,2382137,7baf7638aa90cb36f115,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:10:52+00:00,,,"{""source"":""api"",""session"":""8592afd2ba8c543cca757dbdbf3d7f1fe101ab70045aa703b122dc308733986f"",""viewport"":{""width"":1536,""height"":753},""started_at"":""2021-10-29T17:07:56.929Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:10:52.830Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:01:11.949Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":56.9062614440918,""y"":103.20001220703125,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":502.5062255859375,""y"":334.79998779296875,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x"":413.70623779296875,""y"":298,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":319.3062744140625,""y"":218.39999389648438,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":344.90625,""y"":248.39999389648438,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":241.30625915527344,""y"":173.20001220703125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":228.1062469482422,""y"":153.20001220703125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":197.30625915527344,""y"":144.39999389648438,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":157.7062530517578,""y"":119.20001220703125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x1"":24.106258392333984,""x2"":492.5062255859375,""y1"":34.80003356933594,""y2"":35.600006103515625,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":32.106258392333984,""y"":311.60003662109375,""tool"":4,""angle"":0,""frame"":0,""width"":83.9999885559082,""height"":92.39996337890625,""details"":[],""tool_label"":""Bar code""}]}]","{""69818855"":{""retired"":null,""Filename"":""IMG_2387.jpg""}}",69818855,IMG_2387.jpg,98.10119951003625,18.777250404599524,7
119,371639905,xanith,2367588,585f7761682fe945352d,19943,test_shoot_arcitecture_101921,35.27,2021-10-29 17:10:57+00:00,,,"{""source"":""api"",""session"":""b147aced603c32feb5e8e61ab5238e92d131f1bb6bc11deffa0288326a1dcd38"",""viewport"":{""width"":1280,""height"":648},""started_at"":""2021-10-29T17:10:28.260Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36"",""utc_offset"":""14400"",""finished_at"":""2021-10-29T17:10:56.879Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":640,""clientHeight"":426,""naturalWidth"":640,""naturalHeight"":426}],""subject_selection_state"":{""retired"":false,""selected_at"":""2021-10-29T17:02:18.154Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""50158""}","[{""task"":""T1"",""task_label"":""Please label the plant parts, horizontal rule, and bar code"",""value"":[{""x"":95.5546875,""y"":113.3046875,""tool"":0,""frame"":0,""details"":[],""tool_label"":""Top""},{""x"":446.0546875,""y"":329.3046875,""tool"":1,""frame"":0,""details"":[],""tool_label"":""Bottom""},{""x1"":499.5546875,""x2"":34.0546875,""y1"":34.3046875,""y2"":33.3046875,""tool"":3,""frame"":0,""details"":[],""tool_label"":""Horizontal rule""},{""x"":32.5546875,""y"":323.8046875,""tool"":4,""angle"":0,""frame"":0,""width"":89.5,""height"":95,""details"":[],""tool_label"":""Bar code""},{""x"":429.8634338378906,""y"":310.61077880859375,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":417.16790771484375,""y"":302.63916015625,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":412.4439697265625,""y"":294.66754150390625,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":395.9102478027344,""y"":278.72430419921875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":365.7952575683594,""y"":260.41912841796875,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":344.8328857421875,""y"":254.51422119140625,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":287.2601013183594,""y"":224.39923095703125,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""},{""x"":265.1167297363281,""y"":201.96060180664062,""tool"":2,""frame"":0,""details"":[],""tool_label"":""Branching point""}]}]","{""69818899"":{""retired"":null,""Filename"":""IMG_2462.jpg""}}",69818899,IMG_2462.jpg,80.92696710476912,4.8611705865808785,8
